	country	designation		points	price	province	variety		winery	
25588	France	Blanc de Franc	87	26	France Other	Cabernet Franc	Couly-Dutheil	
25589	Italy	Tosco Forte	87	21	Tuscany	Sangiovese	Castello di Poppiano	
25590	Italy	Contempo	87		Sicily & Sardinia	Nero d'Avola	Abbazia Santa Anastasia	
25591	Italy	Shymer	87	17	Sicily & Sardinia	Red Blend	Baglio di Pianetto	
25592	Israel	Yarden Kela Vineyard	87	50	Galilee	Merlot	Golan Heights Winery	
25593	Israel	Yarden Odem Vineyard	87	19	Galilee	Chardonnay	Golan Heights Winery	
25594	France		87	18	Burgundy	Chardonnay	Henri Perrusset	
25595	US	Artisan Collection	87	13	California	Cabernet Sauvignon	HandCraft	
25596	US		87	38	California	Cabernet Sauvignon	Hanna	
25597	US	Teunis Red	87	45	Washington	Bordeaux-style Red Blend	Upland Estates	
25598	Italy	Case Ibidini	87	16	Sicily & Sardinia	Syrah	Valle dell'Acate	
25599	Italy		87	21	Sicily & Sardinia	Insolia	Valle dell'Acate	
25600	US	Luvisi Vineyard Dry	87	24	California	Sémillon	Vermeil	
25601	Italy	Nuhar	87	16	Sicily & Sardinia	Red Blend	Tenuta Rapitalà	
25602	Italy	Aquilae	87		Sicily & Sardinia	Merlot	Viticultori Associati Canicatti	
25603	US	2 Spires Red	87	28	Washington	Red Blend	William Church	
25604	US	Gist Ranch	87	60	California	Cabernet Sauvignon	Thomas Fogarty	
25605	Italy	Adènzia	87	23	Sicily & Sardinia	White Blend	Baglio del Cristo di Campobello	
25606	US	Thompson Vineyard	87	30	California	Grenache Blanc	Jaffurs	
25607	Portugal	Monte da Peceguina	87	30	Alentejano	Portuguese Red	Herdade da Malhadinha Nova	
25608	US	Out of Line Red	87	25	Washington	Bordeaux-style Red Blend	Hightower	
25609	US	Red Oak Vineyard	87	20	New York	Riesling	Lamoreaux Landing	
25610	US	Semi-Dry	87	13	New York	Riesling	Lamoreaux Landing	
25611	Italy		87	10	Sicily & Sardinia	Syrah	MandraRossa	
25612	Portugal	Os Corvos da Vinha da Costa	87	13	Bairrada	Portuguese Red	Campolargo	
25613	Italy	Sedàra	87	15	Sicily & Sardinia	Red Blend	Donnafugata	
25614	Israel	The Reserve	87	21	Galilee	Merlot	Gamla	
25615	France		87	29	Burgundy	Chardonnay	Garnier et Fils	
25616	Italy	Missoni	87	21	Sicily & Sardinia	Cabernet Sauvignon	Feudi del Pisciotto	
25617	Italy	Stemmari	87	10	Sicily & Sardinia	Merlot	Feudo Arancio	
25618	Italy		87	16	Sicily & Sardinia	Grillo	Feudo Disisa	
25619	Italy	Surya	87	13	Sicily & Sardinia	Red Blend	Feudo Principi di Butera	
25620	Spain	El Cerezo	87	12	Northern Spain	Chardonnay	Castillo de Monjardin	
25621	France	La Garrigue	87	7	Languedoc-Roussillon	Rhône-style Red Blend	Château Cabezac	
25622	France		87	14	Bordeaux	Bordeaux-style Red Blend	Château Roc Meynard	
25623	France	Fleur de Fonplégade	87	45	Bordeaux	Bordeaux-style Red Blend	Château Fonplégade	
25624	Portugal		87	18	Alentejano	Portuguese Red	Monte da Ravasqueira	
25625	Spain	Flor del Montgó	87	12	Central Spain	Tempranillo	Montgó	
25626	US	Estate Club	87	32	Virginia	Merlot	Veramar	
25627	Spain	Brut Reserva	87	10	Catalonia	Sparkling Blend	Segura Viudas	
25628	US		87	20	Oregon	Viognier-Roussanne	Seven of Hearts	
25629	Portugal		87	22	Lisboa	Fernão Pires	Quinta de Sant'Ana	
25630	US	Barrel Select Reserve	87	19	New York	Merlot	Pindar Vineyards	
25631	US	Reserve	87	45	California	Cabernet Sauvignon	Rodney Strong	
25632	US	Split Oak Vineyard	87	12	California	Cabernet Sauvignon	Morro Bay	
25633	Spain	Verdemar	87	14	Galicia	Albariño	Montecillo	
25634	New Zealand		87	50	Martinborough	Pinot Noir	Martinborough Vineyard	
25635	US	Ellie's Old Vine Vineyard	87	34	California	Zinfandel	Wilson	
25636	US		87	15	Oregon	Pinot Gris	Winter's Hill	
25637	France	Château Ducla Experience XIV	87	20	Bordeaux	Bordeaux-style White Blend	Yvon Mau	
25638	France		86		Bordeaux	Bordeaux-style Red Blend	Château Cabredon	
25639	Italy	Il Gregoriano	86	12	Tuscany	Red Blend	Fattoria Scopone	
25640	France		86		Southwest France	Bordeaux-style White Blend	Château la Rayre	
25641	France	Cuvée Prestige	86	20	Southwest France	Malbec	Château les Croisille	
25642	Italy	Trappoline	86	15	Tuscany	White Blend	Badia a Coltibuono	
25643	US	Classic Vintage Brut	86	33	California	Sparkling Blend	Iron Horse	
25644	US	Viva Yo	86	24	California	Tempranillo-Cabernet Sauvignon	Bodegas Paso Robles	
25645	US		86	4	California	Merlot	Bandit	
25646	Italy	Centine	86	11	Tuscany	White Blend	Banfi	
25647	US	Reserve	86	29	California	Chardonnay	Bedarra	
25648	Portugal	AT	86		Vinho Verde	Portuguese White	Borges	
25649	US	Merliance	86	35	New York	Merlot	Long Island Merlot Alliance	
25650	Italy	Cavanera Ripa di Scorciavacca	87		Sicily & Sardinia	White Blend	Firriato	
25651	US		87	30	Washington	Merlot	Forgeron	
25652	Italy	Colomba Platino	87		Sicily & Sardinia	Insolia	Duca di Salaparuta	
25653	Italy	Kados Risignolo	87		Sicily & Sardinia	Grillo	Duca di Salaparuta	
25654	US	Bona Vita Red	87	28	Washington	Red Blend	Hamilton	
25655	US	Artisan Collection	87	13	California	Pinot Noir	HandCraft	
25656	US	The Chard	87	15	California	Chardonnay	Cosentino	
25657	US	Dry Riesling McFadden Farms	87	20	California	Riesling	Dashe Cellars	
25658	Spain	Reserva	87	18	Northern Spain	Tempranillo	Castillo Clavijo	
25659	Israel	Reserve Unoaked	87	20	Judean Hills	Chardonnay	Binyamina	
25660	US	Ancient Vines	87	18	California	Carignane	Cline	
25661	Italy	Villa Solais	87	14	Sicily & Sardinia	Vermentino	Cantina Santadi	
25662	Italy		87	16	Sicily & Sardinia	Nero d'Avola	Cantine Rallo	
25663	US	Heritage	87	60	California	Petite Sirah	Concannon	
25664	US	Reserve	87	40	California	Petite Sirah	Concannon	
25665	US	Reserve	87	20	California	Viognier	Concannon	
25666	Spain		87	32	Northern Spain	Tinto del Pais	Convento San Francisco	
25667	Italy	Aliso	87	19	Sicily & Sardinia	Nero d'Avola	Mineo Family Vineyards	
25668	US	Family Classic	87	20	California	Cabernet Sauvignon	Raymond	
25669	US	Estate	87	52	California	Barbera	Reverie	
25670	Italy	Regaleali	87	13	Sicily & Sardinia	Nero d'Avola	Tasca d'Almerita	
25671	Italy	Barone di Serramarrocco	87		Sicily & Sardinia	Perricone	Tenuta di Serramarrocco	
25672	Italy	Piano Maltese	87	12	Sicily & Sardinia	White Blend	Tenuta Rapitalà	
25673	Italy	Fondo Filara	87	19	Sicily & Sardinia	Red Blend	Nicosia	
25674	Italy		87	24	Sicily & Sardinia	Red Blend	Planeta	
25675	Italy	I Papiri	87	15	Sicily & Sardinia	Vermentino	Santa Maria La Palma	
25676	Italy		87	18	Sicily & Sardinia	Red Blend	Scilio	
25677	Italy	Rosato	87	18	Sicily & Sardinia	Rosé	Scilio	
25678	Italy		87	17	Sicily & Sardinia	Nero d'Avola	Morgante	
25679	Italy	Terre di Sofia Tenuta di Budonetto	87	29	Sicily & Sardinia	Chardonnay	Maurigi	
25680	US	Las Brisas Vineyard	86	20	California	Tempranillo	Mahoney	
25681	Spain	Extra Dry	86	10	Catalonia	Sparkling Blend	Segura Viudas	
25682	US	Anna Maria	86	28	Oregon	Cabernet Franc	Valley View	
25683	Italy	Poggio al Tufo	86	15	Tuscany	Cabernet Sauvignon	Tommasi	
25684	New Zealand	Russian Jack	86	16	Martinborough	Sauvignon Blanc	Martinborough Vineyard	
25685	Portugal		86	18	Lisboa	Rosé	Quinta de Sant'Ana	
25686	Portugal	Azul Portugal	86	10	Palmela	Castelão	Wines & Winemakers	
25687	US		86	20	Oregon	Pinot Noir	Winter's Hill	
25688	US	Select	86	13	New York	Riesling	Wagner	
25689	US		86	18	California	Cabernet Sauvignon	EOS	
25690	US	Reserve	86	30	New York	Riesling	Fox Run	
25691	Spain	Carta Nevada Brut	86	9	Catalonia	Sparkling Blend	Freixenet	
25692	France	Gariottin	86	20	Southwest France	Malbec	Château de Cénac	
25693	US	Bandolero	86	32	California	Red Blend	Daniel Gehrs	
25694	US		86	40	California	Tempranillo	DARE by Viader	
25695	US		86	18	Oregon	Riesling	Amity Vineyards	
25696	Italy		86	13	Tuscany	Red Blend	Ciacci Piccolomini d'Aragona	
25697	France		86	24	France Other	Vermentino	Clos Teddi	
25698	US	Aquebogue Estate	86	18	New York	Merlot	Comtesse Thérèse	
25699	France	Chatons du Cèdre	86	15	Southwest France	Malbec	Château du Cèdre	
25700	France		86	25	Bordeaux	Bordeaux-style Red Blend	Château du Vallier	
25701	US	Topanga Vineyards	86	24	California	Cabernet Sauvignon	Black & White	
25702	Portugal	JP Azeitão Tinto	86	9	Península de Setúbal	Portuguese Red	Bacalhôa Wines of Portugal	
25703	US		86	19	New York	Merlot	Keuka Spring	
25704	US		86	48	California	Cabernet Sauvignon	Hunnicutt	
25705	US	Piedra Roja Block 22	86	25	California	Tempranillo	Irwin Family Vineyards	
25706	New Zealand		86	24	Marlborough	Pinot Noir	Lawson's Dry Hills	
25707	US		86	35	California	Syrah	Longfellow	
25708	Portugal	Santola	86	7	Vinho Verde	Portuguese White	Messias	
25709	Portugal	Castelo do Sulco Colheita	86	9	Lisboa	Portuguese Red	Parras Vinhos	
25710	US		87	15	New York	Gewürztraminer	White Springs	
25711	US	Eleanor of Aquitaine	87	25	California	White Blend	Yorkville Cellars	
25712	Italy	Calanìca Nero d'Avola-Merlot	86	13	Sicily & Sardinia	Red Blend	Duca di Salaparuta	
25713	Italy		86	10	Sicily & Sardinia	Syrah	Cusumano	
25714	France	Vaucoupin Premier Cru	86		Burgundy	Chardonnay	Domaine Corine Perchaud	
25715	US	H3	86	15	Washington	Merlot	Columbia Crest	
25716	Italy	C'D'C'	86	17	Sicily & Sardinia	White Blend	Baglio del Cristo di Campobello	
25717	US		86	24	Washington	Dolcetto	Animale	
25718	Australia	Prickly	86	12	Victoria	Riesling	Frisk	
25719	Israel		86	18	Galilee	Pinot Noir	Galil Mountain	
25720	US		86	18	California	Cabernet Sauvignon	Geyser Peak	
25721	US	Brut	86	25	New York	Sparkling Blend	Glenora	
25722	Israel	Yarden	86	25	Galilee	Syrah	Golan Heights Winery	
25723	Italy		86	17	Sicily & Sardinia	Grillo	Feudo Maccari	
25724	US	Artisan Collection	86	13	California	Petite Sirah	HandCraft	
25725	Italy	Lunario	86	28	Sicily & Sardinia	Catarratto	Brugnano	
25726	Spain		86	7	Central Spain	Tempranillo	Campos Reales	
25727	Spain	Vega Montán	86	13	Northern Spain	Mencía	Bodegas Adriá	
25728	Spain	Miros	86	13	Northern Spain	Tempranillo Blend	Bodegas Peñafiel	
25729	Italy		86	15	Sicily & Sardinia	Nero d'Avola	Cantine Barbera	
25730	Italy	Bianco Maggiore	86		Sicily & Sardinia	Grillo	Cantine Rallo	
25731	Italy	Terre di Giumara	86	14	Sicily & Sardinia	Nero d'Avola	Caruso & Minini	
25732	Chile	Reserva	86	12	Casablanca Valley	Sauvignon Blanc	Casas del Bosque	
25733	US	Siebert Ranch	86	35	California	Pinot Noir	Ancient Oak Cellars	
25734	Italy	Caleo	86		Sicily & Sardinia	Nero d'Avola	Botter	
25735	US	202	86	30	California	Meritage	Kunde	
25736	Italy	Vigna di Pettine	86	16	Sicily & Sardinia	Red Blend	Maggiovini	
25737	Italy	Sallier de la Tour	86	11	Sicily & Sardinia	Inzolia	Tasca d'Almerita	
25738	Israel	Shor	86	30	Judean Hills	Barbera	Shiloh Winery	
25739	US		86	28	California	Zinfandel	Tierra Caliente	
25740	US		86	28	California	Riesling	Ty Caton	
25741	US	Thompson Vineyard	86	28	California	Syrah	Tercero	
25742	US	Topaz Impérial	86	33	New York	Sparkling Blend	Sparkling Pointe	
25743	Spain	Brut	86	10	Catalonia	Sparkling Blend	Sàniger	
25744	Spain	Reserva	86	19	Northern Spain	Tempranillo Blend	Ramón Bilbao	
25745	Portugal	Quinta dos Loridos Branco	86	15	Lisboa	Alvarinho	Bacalhôa Wines of Portugal	
25746	France	Cuvée Edmond Dantes	86		Bordeaux	Bordeaux-style Red Blend	Château Monte Christo	
25747	US		86	38	California	Pinot Noir	Casa Torres	
25748	France	Cuvée Prestige	86	22	Southwest France	Malbec	Château du Port	
25749	US	First Harvest	86	18	New York	Merlot	Comtesse Thérèse	
25750	US	Brut Rosé	86	16	New York	Sparkling Blend	Martha Clara	
25751	US	Estate Vineyard	86	36	California	Tempranillo	Gundlach Bundschu	
25752	Portugal	Pedras do Monte	86	8	Lisboa	Cabernet Sauvignon and Tinta Roriz	DFJ Vinhos	
25753	US	Gravel Bar	86	40	California	Chardonnay	Hawkes	
25754	US	Rayons de Soleil	86	11	California	Muscat Canelli	Novella	
25755	Spain	Viura-Chardonnay	86	12	Northern Spain	White Blend	Ochoa	
25756	Portugal	Pèra Doce Reserva	86	13	Alentejano	Portuguese Red	Parras Vinhos	
25757	US		86	14	California	Sauvignon Blanc	Robert Hall	
25758	US		86	25	New York	Merlot	Sherwood House Vineyards	
25759	Italy	Poggio al Tufo	86	15	Tuscany	Vermentino	Tommasi	
25760	New Zealand	Envoy	86	55	Marlborough	Pinot Noir	Spy Valley	
25761	New Zealand		86	17	Nelson	Sauvignon Blanc	Waimea	
25762	US	Brut Blanc de Blanc	86	35	New York	Sparkling Blend	Wölffer	
25763	US	Noblesse Oblige Rosé Sparkling Wine	86	40	New York	Sparkling Blend	Wölffer	
25764	US	Caton Vineyard	86	49	California	Cabernet Sauvignon	Ty Caton	
25765	US		86	17	New Mexico	Merlot	Vivác Winery	
25766	US	Blanc de Blanc	86	20	New York	Sparkling Blend	Martha Clara	
25767	Spain	Casa Conde de Haro	86	27	Catalonia	Sparkling Blend	Muga	
25768	US		86	20	California	Syrah	Morgan	
25769	US	Synergy Blanc	86	10	California	White Blend	Novella	
25770	US	Holbrook Mitchell Vineyard	86	32	California	Cabernet Franc	Rock Wall	
25771	US	Double Bluff Red	86	19	Washington	Rhône-style Red Blend	Ott & Murphy	
25772	Italy	Damis	86	19	Sicily & Sardinia	Red Blend	Mineo Family Vineyards	
25773	Spain	Satinela Medium-Sweet	86	9	Northern Spain	White Blend	Marqués de Cáceres	
25774	Italy	Bacca Bianca Tenuta di Budonetto	86	15	Sicily & Sardinia	White Blend	Maurigi	
25775	Italy	Tenuta di Budonetto	86	15	Sicily & Sardinia	Red Blend	Maurigi	
25776	US	Bravo Rosso	86	18	Washington	Red Blend	Wind Rose	
25777	US	The Scrapper	86	30	California	Cabernet Franc	Vinum Cellars	
25778	Italy	Aquilae	86	12	Sicily & Sardinia	Nero d'Avola	Viticultori Associati Canicatti	
25779	Italy	Calanìca Nero d'Avola-Merlot	86		Sicily & Sardinia	Red Blend	Duca di Salaparuta	
25780	US	Musso Family Vineyard	86	19	California	Dolcetto	Due Vigne	
25781	Italy	Kue	86	20	Sicily & Sardinia	White Blend	Brugnano	
25782	Spain		86	12	Northern Spain	Tempranillo	Campo Viejo	
25783	Portugal	Branco	86	18	Bairrada	Arinto	Campolargo	
25784	Italy	La Bambina	86	15	Sicily & Sardinia	Nero d'Avola	Cantine Barbera	
25785	Italy	Terre Arse Vergine	86	18	Sicily & Sardinia	Grillo	Cantine Florio	
25786	Israel	Unoaked Blanc	86	30	Judean Hills	White Blend	Flam	
25787	US		86	15	New York	Gewürztraminer	Glenora	
25788	France	Les Grands Eparcieux	86	21	Beaujolais	Gamay	Domaine Chasselay	
25789	France		86		Burgundy	Chardonnay	Domaine Christian Moreau Père et Fils	
25790	France	La Carte	86	14	Burgundy	Chardonnay	Cave de Lugny	
25791	US	Storm Front Red	86	28	Washington	Bordeaux-style Red Blend	Convergence Zone	
25792	Italy	Terrae Dei	86	14	Sicily & Sardinia	Nero d'Avola	Corvo	
25793	Italy		86	12	Sicily & Sardinia	Nero d'Avola	D'Alessandro	
25794	New Zealand	Pathway	86	15	Marlborough	Pinot Noir	Ara	
25795	US	Updraft	86	17	Washington	Bordeaux-style White Blend	Cloudlift Cellars	
25796	Italy		86	12	Sicily & Sardinia	Red Blend	Colosi	
25797	Italy		86	19	Sicily & Sardinia	Grecanico	Di Giovanna	
25798	US	H3 Les Chevaux Red	86	15	Washington	Red Blend	Columbia Crest	
25799	US	Mirage Vineyard	86	22	Washington	Merlot	Balboa	
25800	France	Blanc	86	13	Languedoc-Roussillon	Rhône-style White Blend	Les Deux Rives	
25801	US	Rosé of Pinot Noir	86	16	Oregon	Rosé	Patton Valley	
25802	Spain		86	8	Northern Spain	Tempranillo-Garnacha	Caño	
25803	France	Alice Blanc	86	10	Languedoc-Roussillon	White Blend	Château Cabezac	
25804	France		86	30	Bordeaux	Bordeaux-style Red Blend	Château de Bel-Air	
25805	US	Château Reserve	86	30	New York	Merlot	Comtesse Thérèse	
25806	France		86	30	Bordeaux	Bordeaux-style Red Blend	Château Jacques Noir	
25807	Australia	DB Family Selection Sparkling Brut	86	10	Australia Other	Chardonnay	De Bortoli	
25808	US	Cupa Grandis Grand Barrel Reserve	86	60	California	Petite Sirah	EOS	
25809	Spain	Cordon Negro Extra Dry	86	12	Catalonia	Sparkling Blend	Freixenet	
25810	US	Vinter's Reserve	86	25	New York	Riesling	Hosmer	
25811	US	V. by Vivác Single Vineyard	86	25	New Mexico	Merlot	Vivác Winery	
25812	US	Zinfandel-	86	28	California	Petite Sirah	Watkins Family	
25813	Italy	Nemus	86	14	Tuscany	Red Blend	Scopetani	
25814	US		86	16	Colorado	Merlot	Two Rivers	
25815	New Zealand		86	13	Marlborough	Sauvignon Blanc	Smythe & Renfield	
25816	Italy	Peperino	86	15	Tuscany	Red Blend	Teruzzi & Puthod	
25817	US		86	35	California	Cabernet Sauvignon	Stepping Stone by Cornerstone	
25818	Spain	Cuvee Henri	86	15	Catalonia	Sparkling Blend	Loxarel	
25819	Italy	Terre del Pelacane	86	20	Tuscany	Red Blend	I Veroni	
25820	US		86	20	California	Pinot Noir	Irony	
25821	US	Stone Vineyard	86	60	California	Cabernet Sauvignon	Hawkes	
25822	Portugal	Rocim Branco	86	17	Alentejano	Portuguese White	Herdade do Rocim	
25823	US	Reserve Bordonaro Vineyard	86	25	California	Syrah	EOS	
25824	Portugal	Portada Branco	86	9	Lisboa	Portuguese White	DFJ Vinhos	
25825	US	Stainless Unoaked	86	18	California	Chardonnay	Chamisal Vineyards	
25826	US	Extra-Dry Riche	86	22	California	Sparkling Blend	Chandon	
25827	Italy	Le Franette	86	18	Tuscany	Red Blend	Bocelli	
25828	Portugal	Pequeno Pintor	86	19	Alentejano	Portuguese Red	Monte do Pintor	
25829	Italy	Poggio al Tufo Rompicollo	86	15	Tuscany	Red Blend	Tommasi	
25830	Italy	Sinestesìa	86		Sicily & Sardinia	Sauvignon Blanc	Abbazia Santa Anastasia	
25831	US		86	10	New Mexico	Riesling	Blue Teal	
25832	Portugal	EA Tinto	86	10	Alentejano	Portuguese Red	Cartuxa	
25833	Italy	Terre	86		Sicily & Sardinia	Nero d'Avola	Baglio Curatolo Arini 1875	
25834	US		86	24	California	Pinot Noir	Mahoney	
25835	US		86	7	California	Chardonnay	Hilltown	
25836	Australia	Art Series	86	22	Western Australia	Riesling	Leeuwin Estate	
25837	Italy	Il Giglio	86	17	Sicily & Sardinia	Nero d'Avola	Masseria del Feudo Grottarossa	
25838	Italy	Saia Grande	86	22	Sicily & Sardinia	Red Blend	Maurigi	
25839	Italy	Le Chiare	86	22	Sicily & Sardinia	Viognier	Maurigi	
25840	Spain	Selección Especial	86	24	Northern Spain	Tempranillo	Marqués de Terán	
25841	Portugal	Rosé Bruto	86		Vinho Espumante de Qualidade	Portuguese Sparkling	Murganheira	
25842	New Zealand	The Mound Vineyard	86	22	Waipara	Riesling	Mud House	
25843	Canada	Fusion	86	15	Ontario	Gewürztraminer-Riesling	Pillitteri	
25844	Italy	Sallier de la Tour	86	11	Sicily & Sardinia	Nero d'Avola	Tasca d'Almerita	
25845	Italy	Regaleali Le Rose	86	13	Sicily & Sardinia	Rosé	Tasca d'Almerita	
25846	Italy	Case Ibidini	86	14	Sicily & Sardinia	Nero d'Avola	Valle dell'Acate	
25847	France	Nouveau	86		Beaujolais	Gamay	Vignerons de Bel Air	
25848	Italy	Calìo	86		Sicily & Sardinia	Red Blend	Viticultori Associati Canicatti	
25849	Italy	Sikélios	86	37	Sicily & Sardinia	Red Blend	Scilio	
25850	US		86	38	California	Cabernet Sauvignon	Rock Wall	
25851	Chile	Gran Reserva	86	18	Maipo Valley	Cabernet Sauvignon	Morandé	
25852	US	Effort	86	22	California	Chardonnay	Center of Effort	
25853	US	Estate	86	49	California	Red Blend	A.S. Kiken	
25854	Italy	Contempo	86		Sicily & Sardinia	Grillo	Abbazia Santa Anastasia	
25855	US	Friend	86	19	New York	Riesling	Brooklyn Oenology	
25856	Portugal	Calheiros Cruz	86		Douro	Portuguese Red	C. Cruz & Co	
25857	Italy	La Piazza	86	8	Sicily & Sardinia	Red Blend	Calatrasi	
25858	Italy	Terre di Ginestra	86	15	Sicily & Sardinia	Catarratto	Calatrasi	
25859	Portugal	Entre II Santos	86	11	Bairrada	Portuguese White	Campolargo	
25860	US	Tytanium	86	75	California	Red Blend	Ty Caton	
25861	Spain		86	14	Northern Spain	Verdejo	Valdelainos	
25862	US		86	20	New York	Merlot	Osprey's Dominion	
25863	Portugal	Ruby Reserva	86		Port	Port	Quinta do Passadouro	
25864	Italy	Cuccaia	86	16	Tuscany	Red Blend	Piandibugnano	
25865	US	Sapphire Hill Vineyard	86	30	California	Chardonnay	Paradise Ridge	
25866	US	Running with the Bulls	86	10	California	Cabernet Sauvignon	Salvatore Principe	
25867	Spain		86	15	Northern Spain	Chardonnay	Viñas del Vero	
25868	US	Zinfandel-	86	28	California	Petite Sirah	Watkins Family	
25869	Portugal	Samora Branco	86	11	Tejo	Portuguese White	Wines & Winemakers	
25870	Spain	Deyo	85	17	Northern Spain	Merlot	Castillo de Monjardin	
25871	France		85	11	Bordeaux	Bordeaux-style Red Blend	Château Bellevue	
25872	US	Gold Coast Vineyard	85	25	California	Chardonnay	Costa de Oro	
25873	France		85		Bordeaux	Bordeaux-style Red Blend	Château Tourteran	
25874	Portugal	Serras de Azeitão Branco	85	10	Península de Setúbal	Portuguese White	Bacalhôa Wines of Portugal	
25875	US		85	10	California	Chardonnay	Jargon	
25876	US		85	24	Oregon	Roussanne	Seven of Hearts	
25877	US	Early California	85	40	California	Pinot Noir	Toretti's	
25878	New Zealand		85	11	Marlborough	Sauvignon Blanc	Overstone	
25879	Portugal	Terra Grande Colheita	85	11	Alentejano	Portuguese Red	Parras Vinhos	
25880	Portugal	Rei do Minho	85		Vinho Verde	Portuguese White	Vinicola do Norte	
25881	Spain	Peñalba López Brut Nature	85	16	Catalonia	Sparkling Blend	Finca Torremilanos	
25882	US	Old Barn	85	20	New York	Merlot	Harbes Family Vineyard	
25883	US		85	15	New York	Merlot	Chateau Lafayette Reneau	
25884	US	Brut Classic	85	22	California	Sparkling Blend	Chandon	
25885	US		85	25	New York	Merlot	Clovis Point	
25886	Portugal	Pedras do Monte	85	8	Península de Setúbal	Castelão	DFJ Vinhos	
25887	US	Naturel Sparkling Wine	85	19	New York	Sparkling Blend	Belhurst	
25888	Spain	Tinto	85	12	Northern Spain	Tempranillo	Alidis	
25889	US	The Prodigal Son	85	15	California	Petite Sirah	Big House	
25890	Italy	Timpune	86	25	Sicily & Sardinia	Grillo	Caruso & Minini	
25891	Italy	Terrae Dei	86	14	Sicily & Sardinia	Grillo	Corvo	
